quantity_in_kg,state,facility_name,site_address_suburb,site_latitude,site_longitude
3135.27,VIC,Tylden Quarry,Tylden,-37.327778,144.412013
118.45,VIC,Lara Asphalt Plant,Lara,-38.0449,144.369476
27382.317,WA,Yara Pilbara Fertiliser Plant,Burrup Peninsular,-20.626389,116.7775
1476.243,VIC,Oceania Glass (Dandenong site),Dandenong,-38.011836,145.224236
1330.27,VIC,Athena Gas Plant,Port Campbell,-38.587923,142.941748
61.521,WA,Kwinana Bitumen Terminal,Kwinana Beach,-32.2432844,115.7661532
338,NSW,Bisalloy Steels Unanderra,Unanderra,-34.4555,150.854
935.000887,QLD,Willawong LFGE,Willawong,-27.603258,153.001829
156.426,VIC,Pakenham,Pakenham,-38.082765,145.495589
249.49,VIC,Swan Hill Abattoirs,Swan Hill,-35.299949,143.563811
89738.5,QLD,Baralaba Coal Mine,Baralaba,-24.154572,149.800279
329.139648,NSW,LMS Flare Blaxland,Blaxland,-33.732769,150.613456
146.6341113,QLD,Caloundra,Caloundra,-26.789649,153.072268
17288.43,WA,Channar Mine,Paraburdoo,-23.307778,117.8275
71882.38,WA,Marandoo Mine,Tom Price,-22.633889,118.1225
55938.51,WA,Cape Lambert Port,Mount Anketell,-20.659722,117.122222
136,VIC,VISCOUNT ROTATIONAL MOULDINGS PTY LTD,Carrum Downs,-38.096636,145.159044
3.168,WA,Savory Creek Meter Station,Meekatharra,-23.765393,120.111441
2931,VIC,Former ENGIE Hazelwood Power Station and Mine,Morwell,-38.271523,146.390802
38.62567516,WA,Ungani Oilfield L20,Derby,-17.990444,123.164119
121981,NSW,Maules Creek Coal Pty Ltd,Boggabri,-30.565995,150.145947
5792.34,WA,Bibra Lake Resource Recovery Park,Bibra Lake,-32.112655,115.80556
2446,QLD,Brisbane Freight Terminal,Acacia Ridge,-27.58186,153.03363
5990.733,QLD,Oakey Beef Exports Pty Ltd,Oakey,-27.425583,151.701306
93.40303,NSW,Beresfield Feed Mill,Beresfield,-32.795843,151.653428
205.2451,NSW,Hanwood Water Recovery Facility,Hanwood,-34.351434,146.03081
32000,QLD,Lady Annie,Mount Isa,-19.90530833,139.1080111
510.8,VIC,Scoresby,Scoresby,-37.903749,145.227975
8358.294,WA,KMK Cogeneration Plant,Kwinana Beach,-32.227525,115.771715
122390,QLD,Caval Ridge Mine,Moranbah,-22.156908,148.059947
185250,QLD,Peak Downs Mine,Moranbah,-22.259559,148.17841
59590,WA,Mt Keith Nickel Operation,Wiluna,-27.254444,120.584444
34744.29,WA,Ravensthorpe Nickel Operations,Munglinup,-33.64442,120.388505
493.97,NSW,Humes Tamworth,Taminda,-31.09243,150.90651
36,SA,Almondco Australia Limited,Old Calperum,-34.2125,140.693611
9395.100021,WA,Kathleen Valley Lithium-Tantalum Project,Kathleen Valley,-27.3581,120.5267
2017.79,QLD,AGRIFLEX ARDMORE,Boulia,-21.7334269,139.2925985
2492.6,NSW,Springvale Colliery,Lidsdale,-33.404555,150.10729
332.4282,NSW,AGL Rosalind Park Gas Plant,Menangle,-34.11915,150.770258
954543,VIC,EnergyAustralia Yallourn,Yallourn North,-38.178416,146.339057
6561.54,WA,Deep South,Kookynie,-29.54647,122.5479
168867.765,WA,Muja Power Station,Collie,-33.4475,116.308333
25286.05,QLD,Kestrel Operations,Emerald,-23.237007,148.366555
199.5,QLD,University Drive Flare,Bundaberg,-24.899061,152.309081
133.834,WA,Austral Bricks - Bellevue,Bellevue,-31.901111,116.0125
638,QLD,Roma Quarry,Eumamurrin,-26.29083,148.74997
5312.25062,WA,Paulsens Gold Mine,Nanutarra,-22.583333,116.241111
487.732,WA,Meru Waste Disposal Facility,Narngulu,-28.803052,114.663159
25203.14319,NT,Channel Island Power Station,Darwin,-12.555014,130.866465
209.77,VIC,Laminex - Ballarat Plant,Wendouree,-37.532837,143.808593
518.7434003,VIC,Wyndham Renewable Energy Facility,Werribee,-37.93841,144.592224
1314.286464,NSW,LMS Raymond Terrace Waste Management Centre,Raymond Terrace,-32.730967,151.754391
32.0722,NSW,Monroe Springs Alexandria,Alexandria,-33.913801,151.196608
2082.09,QLD,Kalbar Quarry,Frazerview,-27.943286,152.562091
8451.36,VIC,COLAC,Colac,-38.3386653,143.6036361
47.0957,NSW,Capral Smithfield Extrusion Plant,Smithfield,-33.84771531,150.9404258
1437.675,VIC,The Royal Melbourne Hospital - City Campus,Parkville,-37.798558,144.956512
7562.648305,WA,Forrestania Nickel Operations,Hyden,-32.579722,119.737222
2390,QLD,Enterprise Mine,North Stradbroke Island,-27.591667,153.45833
3950.707,WA,Yalyalup Mineral Sands Mine,Abba River,-33.697538,115.475767
966.3,WA,Horizon Power Mungullah Power Station,Carnarvon,-24.891117,113.709219
1274.566,WA,Cassini Nickel Mine,Widgiemooltha,-31.42,121.37
4420,SA,Growler,Cooper Basin Via Moomba,-27.559,139.566
28672.63,WA,Higginsville Gold Operations,Norseman,-31.745597,121.68774
11773.09,QLD,Lenton JV Burton Mine,Burton,-21.62112,148.1871
73503.3,NT,McArthur River Mine Operations,Borroloola,-16.434702,136.088527
23877.373,WA,Sunrise Dam,Laverton,-29.104722,122.852222
4074.44,WA,Christmas Island Phosphates,"Lam Lok Loh, Christmas Island",-10.425,105.675
24348.3057,SA,Peculiar Knob Operations,Mcdouall Peak,-29.58715,135.38082
14231.09,WA,Mt Keith Power Station,Leinster,-28.187778,120.514444
1533.6,NT,ARLPARRA POWER STATION,Urapuntja,-22.09067,134.773922
2490.32,NT,Warruwi (Goulburn Island),Warruwi,-11.649192,133.384355
5.77,NSW,Mawsons Carlons Pit Quarry,Tabbita,-34.12824,145.79863
89.18,SA,Pelican Point Meter Station,Outer Harbor,-34.7668836,138.5055785
9201.447,WA,Abydos and Miralga Creek Operations,De Grey,-20.084,119.115
132557,TAS,Savage River Mine,Savage River,-41.490136,145.208034
3105,QLD,Stapylton,Stapylton,-27.730658,153.248604
35.71,WA,Pluto Compressor Station & PNI,Burrup,-20.619788,116.769556
13.63,WA,Fortescue River Gas Pipeline,Mount Sheila,-22.123567,117.919246
9444.597,WA,Jubilee Operations,Feysville,-31.023056,121.601389
12.56561027,SA,Women's and Children's Hospital,North Adelaide,-34.911651,138.6
103.89,WA,Pinjar Meter Station,Pinjar,-31.555,115.818889
21547.001,WA,Mungari Gold Project,Mount Burges,-30.761944,121.270833
43404.49,WA,Moolart Well Gold Mine,Bandya,-27.611944,122.360278
1833.1,VIC,Lang Lang quarry,Lang Lang,-38.297746,145.618778
49600,QLD,Yancoal - Yarrabee,Blackwater,-23.273338,149.02297
4391.183,WA,Marda Gold Project,Mount Jackson,-30.207619,119.2855009
3643.13,NT,Milikapiti Community Power Station,Pularumpi,-11.422276,130.673404
4.23453,NT,Wadeye Community Power Station,Wadeye,-14.260297,129.537864
2425,WA,Parkeston Power Station,Parkeston,-30.737778,121.506111
1332.115,VIC,Tullamarine Airport,Tullamarine Airport,-37.672057,144.844613
13820,QLD,Combabula & Reedy Creek,Yuleba North,-26.348266,149.383329
7663,QLD,Ironbark No.1 Coal Mine,Coppabella,-21.82,148.15
34693.99,WA,Cataby Mineral Sands Mine,Cataby,-30.7645,115.550277
2300,QLD,Origin LNG Pipelines,Miles,-26.673048,150.228514
18547.0692,QLD,Oaky Creek Coal,Tieri,-23.073,148.484
300,VIC,Buchan,Buchan,-37.45454938,148.1977663
5765.5,WA,Karara Export Terminal,West End,-28.77,114.597
130,QLD,German Creek,Via Middlemount & Cappella Rd,-22.987778,148.581667
3239.52401,NSW,Peak Gold Mines Cobar,Cobar,-31.559135,145.878919
14031.62,WA,South Hedland Power Station,Boodarie,-20.431243,118.54623
5685.628,QLD,Capricorn Copper Mine,Mount Isa,-19.699011,139.363763
12379.5252,WA,Parker Range Iron Ore Project,Marvel Loch,-31.62330556,119.5519444
775,QLD,Black River Quarry,Townsville,-19.266617,146.571072
296,QLD,Maryborough,Antigua,-25.633015,152.58416
4450,VIC,POINT WILSON,Point Wilson,-38.068028,144.485664
490,VIC,Seymour,Seymour,-37.03578333,145.0803139
716,VIC,Wodonga,West Wodonga,-36.10503,146.83691
32301.65,WA,Iron Valley Iron Ore Project,Newman,-22.734327,119.312609
78300,QLD,Byerwen Mine,Suttor,-21.3168,147.843
527,NSW,Mila Compressor Station,Bondi Forest,-37.094205,149.2066
18502.63,WA,Golden Cities Operations,Kalgoorlie,-30.409444,121.393611
22670.857,WA,Binduli Operations,Kalgoorlie,-30.822485,121.390047
3740,NSW,Newcastle Rod Mill,Mayfield West,-32.88472,151.74861
13247.53,NSW,Ginkgo Mine,Pooncarie,-33.366,142.226
1784.514,WA,North Shore Operations,Bunbury,-33.32,115.655278
39460.12,QLD,Mount Isa Mines,Mount Isa,-20.72838,139.483758
2548.97062,SA,Golden North Pty Ltd,Laura,-33.1900583,138.29701
173.163,WA,Linley Valley Pork,Wundowie,-31.808056,116.347778
2480,VIC,Eastern Treatment Plant,Bangholme,-38.06247,145.17628
55.4139,VIC,Tatura,Tatura,-36.435681,145.228271
138.496,VIC,Footscray,Footscray,-37.814087,144.899557
6184.64,VIC,Maddingley Brown Coal,Bacchus Marsh,-37.707264,144.44207
98.91,VIC,Ballarat North Wastewater Treatment Plant,Miners Rest,-37.542493,143.831042
542.2245719,VIC,Encore Tissue,Laverton North,-37.820751,144.795989
147,VIC,Boral Asphalt - Deer Park,Truganina,-37.779961,144.735891
3801.675,VIC,Boral Quarry Wollert,Epping,-37.638,145.028
2984.318,VIC,Boral Quarry Bacchus Marsh,Bacchus Marsh,-37.631019,144.458285
1458.227,VIC,Teys Australia Charlton,Yeungroon,-36.345557,143.341432
310.3787266,TAS,McRobies Gully Waste Management Centre,South Hobart,-42.889318,147.289711
4389.64,VIC,Pakenham quarry,Pakenham,-38.035208,145.476622
963.01,VIC,Brooklyn,Brooklyn,-37.812753,144.850751
69.337,VIC,Dandenong,Dandenong,-38.022162,145.192089
3736.15,NSW,"BANZ, Manufacturing - Springhill",Port Kembla,-34.458451,150.873417
2126.81,NSW,West Cliff Colliery,Appin,-34.234,150.831
1184.784,NSW,Riverina Feedlot,Yanco,-34.644559,146.484172
252.16,NSW,Southern Meats Goulburn Abattoir,Goulburn,-34.782767,149.681653
2547.5,NSW,Malabar Sewage Treatment Plant,Malabar,-33.962467,151.254032
411.65,NSW,Pentarch Timber Kyogle,Kyogle,-28.652745,152.997612
3404.422,NSW,Maldon Cement Works,Maldon,-34.194523,150.632356
202.254,NSW,Tarac Distillery Griffith,Griffith,-34.25071,146.106326
2628.72,NSW,CSR Gyprock - Wetherill Park,Wetherill Park,-33.843562,150.903752
80.8657,NSW,Asahi Huntingwood,Huntingwood,-33.799528,150.88575
2567,SA,Glenshera,Mount Compass,-35.346667,138.585
953.9,NSW,Sydney Trains Bombo Quarry,Bombo,-34.652214,150.848974
54.2868,WA,Capral Limited - Canning Vale,Canning Vale,-32.0675,115.905833
1373.203,WA,Nannup Sawmill,Nannup,-33.982158,115.768176
98.8785,QLD,Norco Milk Labrador,Labrador,-27.932722,153.376084
89.54,QLD,MAURI anz Toowoomba,Toowoomba,-27.5720277,151.9450277
551.747,QLD,Valley Beef,Grantham,-27.588547,152.175781
1227.95,QLD,Cheetham Salt Ltd,Bajool,-23.616115,150.710671
155,QLD,Austral Plywoods Pty Ltd,Tennyson,-27.526263,153.003992
114.59,QLD,Theodore Green Mill,Theodore,-24.947778,150.083056
3409.16,SA,Penrice Quarry & Mineral,Angaston,-34.481683,139.045296
12566.318,QLD,Permalog Timbers,Narangba,-27.19898,153.004881
106.63,QLD,Baillie Henderson Hospital,Toowoomba,-27.524,151.935799
86229.664,SA,Orora Glass,Gawler Belt,-34.550348,138.764646
459.364,QLD,Coca-Cola Europacific Partners - QLD,Richlands,-27.5894278,152.9511611
119146.325,QLD,Curragh Mine,Blackwater,-23.481781,148.855899
237.2687,NSW,Simplot Bathurst Plant,Bathurst,-33.41256,149.580437
68.2261,NSW,Simplot Kelso Plant,Kelso,-33.424991,149.60866
1401.9,QLD,Dalrymple Bay Coal Terminal,Hay Point,-21.2825,149.283056
78.09085728,VIC,EUREKA LINEN,Ballarat,-37.574396,143.828228
274.6815,VIC,Simplot Echuca Plant,Echuca,-36.15309472,144.7684626
194.5456,NSW,Vopak Tank Terminals - Site B,Port Botany,-33.979133,151.212387
28552.81942,QLD,Melawondi Dry Mill (Mary Valley Operations),Imbil,-26.412,152.662
27296,SA,Nyrstar Port Pirie,Port Pirie,-33.160925,138.009691
108.173,SA,FOAMEX Edinburgh North,Edinburgh North,-34.703134,138.662798
1.56218,WA,Ilgarari Compressor Station,Capricorn,-24.43398038,119.7062755
29461.71,WA,Ewington Mine,Collie,-33.363611,116.2496111
1076.23,VIC,CSL Behring (Australia) Pty Ltd,Broadmeadows,-37.688192,144.940536
264.48,VIC,OLD GEELONG ROAD,Brooklyn,-37.8133,144.831424
4816.2,QLD,Townsville Power Station,Yabulu,-19.215,146.606111
40,VIC,Boral Asphalt - Bendigo,Bendigo,-36.73341,144.300044
983.843,SA,Linwood Quarry,Seacliff Park,-35.051267,138.524453
440.9143,NSW,Teys Australia Tamworth,Tamworth,-31.073432,150.859468
276,VIC,Oztek,Barnawartha,-36.118339,146.69789
399.8,VIC,Bendigo Health,Bendigo,-36.7496258,144.2797281
32098,QLD,THE MULGRAVE CENTRAL MILL CO LTD,Gordonvale,-17.091252,145.789698
208.152,QLD,SWQ-SWQE Compressor Station 4,Cooladdi,-26.7441,145.487
246.30192,VIC,Malvern,Malvern,-37.86217027,145.0333315
1246.02471,VIC,Don KRC,Castlemaine,-37.050854,144.207926
126.5,VIC,Marathon Food Industries Pty Ltd,Kensington,-37.797478,144.917046
387.68,VIC,VICTORIA WOOL PROCESSORS (AUST) PTY LTD,Laverton North,-37.829772,144.807662
301.896684,VIC,Australian Lamb (Colac) Pty Ltd,Colac,-38.327026,143.608721
234.805,VIC,Charlton Quarry,Charlton,-36.27314,143.39192
556.621,WA,Wyloo West Compressor Station,Nanutarra,-22.6263167,116.1961278
160.573,QLD,Wandoan Green Mill,Wandoan,-26.128139,149.970279
1362.7206,VIC,Numurkah,Numurkah,-36.087975,145.451778
99.1894,QLD,Morney Tank Compressor Station,Morney Tank,-25.22713,141.402536
429.5,QLD,Eromanga Refinery,Eromanga,-26.667872,143.272725
163.5,VIC,Aspen Australia Dandenong,Dandenong,-38.029646,145.210134
302,WA,Hartway Galvanisers Naval Base,Naval Base,-32.191086,115.790371
6347.39,QLD,"""Ballera""",Quilpie,-27.39211,141.809567
3813.65,QLD,"""Fairview Coal Seam Methane Field""",Injune,-25.616371,148.924389
588.5357,QLD,Beef City Abattoir,Purrawunda,-27.526586,151.618899
22015.05,SA,South East Pine Sales Pty Ltd,Glencoe,-37.75138889,140.6583333
73.92,QLD,FoodPartners,Dinmore,-27.583334,152.833334
2667.53,VIC,Moriac Sand Quarry,Moriac,-38.315,144.144
1919.5,QLD,Eagle Farm Asphalt Plant,Eagle Farm,-27.439268,153.084179
241,QLD,Riverview Asphalt Plant,Riverview,-27.590244,152.841888
1081,VIC,Burra Foods Factory,Korumburra,-38.427957,145.821608
196953,QLD,Kalamia Mill,Ayr,-19.52194,147.41544
567.81,VIC,Bayswater,Bayswater,-37.840531,145.279491
153.37,NSW,Downer EDI Works Teralba,Teralba,-32.959614,151.591113
283.081,VIC,Laverton,Laverton,-37.803226,144.780458
82.762,NSW,St George Private Hospital,Kogarah,-33.967,151.136
296.696,NSW,Boral Teven Quarry,Teven,-28.819255,153.501215
431.4588,NSW,Riverina Abattoir,Yanco,-34.64526,146.483766
1476.816,NSW,Boral Seaham Quarry,Seaham,-32.675622,151.797879
137.254,QLD,Brisbane Composite Plant,Darra,-27.574187,152.957786
384,VIC,SELKIRK PTY LTD,Ballarat,-37.542493,143.831042
444.702,VIC,HYLAND HIGHWAY LANDFILL,Loy Yang,-38.2775,146.5585
69.3078,VIC,Somerton,Somerton,-37.64293,144.96385
357.6373,QLD,Utopia Oil Field Pl 214,Eromanga,-27.0392056,143.5671806
58.78,QLD,Roghan Rd Flare,Fitzgibbon,-27.338901,153.03416
179.7,QLD,Tip Top Springwood,Slacks Creek,-27.622574,153.121626
15.8198,WA,Muchea Landfill and Recycling Centre,Lower Chittering,-31.563215,116.020281
76.7075,WA,Davis Road Recycling & Waste Management Facility,Forest Grove,-34.036233,115.105728
21432,QLD,Woleebee Creek CPP,Woleebee,-26.286344,149.724367
293.1,WA,Tip Top Bakery Canningvale,Canning Vale,-32.060833,115.924722
315.504,WA,"Windell Refuse Site, Newman",Newman,-23.388014,119.727588
888.24702,SA,Malt Port Adelaide,Port Adelaide,-34.82825,138.5166111
51.2885,NSW,Capral Limited,Penrith,-33.736359,150.694415
498.83,NSW,Enirgi Power Storage Recycling,Wagga Wagga,-35.059158,147.428777
536.639,NSW,Scone Abattoir,Scone,-32.03378,150.868491
878.6,QLD,Daandine Operations,(Via) Dalby,-27.096833,150.93955
9042.226,QLD,Braemar 2 Power Station,Braemar Via Dalby,-27.113267,150.905285
1272.38,NSW,Elizabeth Drive Landfill Facility,Badgerys Creek,-33.865177,150.758085
1.728,WA,"GGT, Wiluna Gold Delivery/Meter Station",Wiluna,-26.627715,120.253411
0.576,WA,Telfer Nifty Pipelines (Nifty),Telfer,-21.669431,121.577906
41.376,WA,Telfer Nifty Pipelines 2 (Telfer),Telfer,-21.740807,122.182034
344,NSW,Newcastle Coal Infrastructure Group,Kooragang Island,-32.878897,151.765678
402.174,WA,Ensign Services,Murdoch,-32.077778,115.845556
133.28,QLD,Mica Creek Meter Station,Hilton,-20.7825,139.482111
2815.9,VIC,Western Treatment Plant,Werribee,-37.930426,144.64732
582.4,WA,Hanson Mt Barker Quarry,Kendenup,-34.522778,117.692222
222.6,VIC,PPG Clayton,Clayton,-37.9275,145.1379
1402.969732,SA,Adchem (Australia) Pty Ltd,Burra,-33.679725,138.917215
236571.78,NT,GEMCO Mine,Groote Eylandt,-13.981417,136.442856
21045,SA,Iron Knob Mine,Iron Knob,-32.744403,137.135446
977.8199562,QLD,Rochedale Renewable Energy Facility,Rochedale,-27.55888889,153.1236111
43.6302021,QLD,Whitwood Renewable Energy Facility,New Chum,-27.621431,152.825439
3082.1469,QLD,Kubin Island,Kubin Village,-10.234444,142.217222
2003.4576,QLD,Wasaga,Horn Island,-10.592222,142.25
101216,NSW,Wilpinjong Coal Mine,Ulan,-32.269023,149.772981
198258,QLD,Victoria Mill,Ingham,-18.65,146.2
21940.42,QLD,Roma Hub,Roma,-26.455621,149.024656
882.2545527,SA,Beston Pure Foods Jervois,Jervois,-35.279778,139.428563
307.787,VIC,"Ixom - Chemicals, Chloralkali",Laverton North,-37.825773,144.77539
1210.47,WA,Mt Regal Quarry,Karratha,-20.818577,116.722881
1534.57,NT,Alice Springs Quarry,Alice Springs,-23.611537,133.85551
176562.585,QLD,Callide,Biloela,-24.327322,150.618301
525.1288,VIC,Connor St,Colac,-38.3391401,143.5808477
862.1,QLD,PNQ Innisfail Quarry,Innisfail,-17.552677,145.916032
1583.9,QLD,Farleigh Quarry,Farleigh,-21.065672,149.089703
3230.2,WA,Hanson Red Hill Quarry,Red Hill,-31.8275,116.080556
1788,VIC,LEONGATHA,Leongatha,-38.472948,145.946614
1831.3,SA,Dullingari Gas,Leigh Creek,-28.141284,140.870143
1687.24,QLD,Arcadia,Arcadia Valley,-25.34652273,148.8847981
113.3,NSW,West Hornsby Sewage Treatment Plant,West Hornsby,-33.70076,151.081629
1167.50452,QLD,New Chum Landfill,New Chum,-27.607495,152.834115
64.7328,WA,Geraldton Peak Lopping Power Station,Geraldton,-28.79098,114.691772
89.73757,WA,Hope Valley Asphalt Plant,Hope Valley,-32.202753,115.789128
87.15,QLD,RPQ Swanbank,Swanbank,-27.656127,152.805873
9828.0252,NSW,Visy Sydney Plant,Penrith,-33.730021,150.697822
91.8,SA,Veolia Environmental Services,Dry Creek,-34.842571,138.58169
2.6908,WA,Geraldton Airport,Moonyoonooka,-28.79479069,114.7027958
112.9573,NT,BECGS-Dingo Gas Field,Hugh,-23.876687,133.825289
597.5728,WA,7 Mile Waste Facility,Karratha,-20.77076,116.76677
1213.76,VIC,Patho landfill,Patho,-36.0689733,144.4313923
4759.03545,WA,Jaguar Base Metals Project,Leonora,-28.417577,121.14736
1084.9,WA,Devil Creek Gas Plant,Karratha,-20.905745,116.417484
2315.42,SA,Mintaro Power Station,Stanley,-33.903129,138.737441
93525,NT,INPEX Operations Australia - Onshore,Wickham,-12.52,130.92
141.5851821,VIC,Ballarat Renewable Energy Facility,Smythesdale,-37.621951,143.699454
58.68348194,VIC,Bendigo Renewable Energy Facility,"Eaglehawk, Bendigo",-36.730141,144.244596
162.0952435,VIC,Drysdale Renewable Energy Facility,Drysdale,-38.15629,144.627296
12892,QLD,Carborough Downs Coal Mine,Via Coppabella,-21.969722,148.2425
83.7287,VIC,BEKAERT (AUSTRALIA) PTY. LIMITED,Dandenong South,-38.033581,145.231686
1995.303121,QLD,Caboolture LFGE,Caboolture,-27.072575,152.992624
99.02,WA,Merredin Peaking Power Station,Merredin,-31.542324,118.226473
326.412,WA,Kalgoorlie Gas Turbine Station,Kalgoorlie,-30.783056,121.422778
241.02,TAS,BioMar,Wesley Vale,-41.1803,146.46049
17.18091006,SA,LMS Energy - Southern Waste,Mclaren Vale,-35.21964,138.49572
40.0115,VIC,Lakes Entrance Landfill,Lakes Entrance,-37.857813,148.008462
749.98,NSW,Devro Sausage Casings,Bathurst,-33.421126,149.620013
397.154,SA,ENSIGN SERVICES (AUST.) PTY. LTD.,Dudley Park,-34.877228,138.580966
69.04433,NSW,Boral Asphalt Carrington,Carrington,-32.904708,151.762735
55858.87,WA,Hope Downs 4,Capricorn,-23.788172,119.383278
78.5488,VIC,Maryvale CG,Maryvale,-38.183,146.45
154,NSW,Mars Wrigley,Asquith,-33.693468,151.114596
316.0864,NSW,VIP Seven Hills,Seven Hills,-33.774991,150.953961
923.5699384,VIC,Wollert Renewable Energy Facility,Wollert,-37.58347,145.04803
922.55,NSW,Manuka Processing Plant,Nymagee,-32.17418,145.78284
1599.23967,WA,Red Hill Waste Management Facility,Red Hill,-31.833333,116.103056
173.29,WA,St John of God Midland Public & Private Hospitals,Midland,-31.89433,116.00804
559.031,VIC,Brooklyn Compressor Station,Brooklyn,-37.818705,144.831266
63.4304,TAS,Westbury Produce Processing Works,Westbury,-41.508368,146.828276
101226.34,QLD,AMPOL REFINERIES (QLD) PTY LTD,Lytton,-27.40848,153.154078
129.816043,WA,Henderson Renewable Energy Facility,Henderson,-32.164971,115.800781
343593,QLD,Callide Power Station (A & B),Biloela,-24.345,150.6189
32.21,NSW,LGI Silverwater Flare,Silverwater,-33.833744,151.03395
61.75,NSW,LGI Surf Beach Flare,Surf Beach,-35.772688,150.207565
2110,WA,Hose Mine and Wet Processing Plant,Yallabatharra,-28.094444,114.215556
187.30848,NSW,Harvey Fresh Juice Hanwood,Hanwood,-34.382345,146.031373
31939,WA,Orebody 23/25 Operations,Newman,-23.340556,119.796944
173674,WA,Mining Area C,Newman,-22.9225,118.974444
70785.66,QLD,Daunia Mine,Via Peak Downs Highway,-22.043056,148.2675
3873.126,WA,Australind Finishing Plant,Australind,-33.2975,115.711111
1032.698,WA,Chandala,Muchea,-31.53194,115.96277
300.237723,QLD,Visy Board Carole Park,Carole Park,-27.61783,152.933346
14343.93,TAS,Norske Skog Boyer,Boyer,-42.779551,147.103987
68.2,VIC,SOUTH EAST ASPHALT PTY LTD,Pakenham,-38.096897,145.493101
218.817,SA,Murray Bridge Feedmill,White Sands,-35.197532,139.296224
86.6304,WA,Wanneroo Feedmill,Wanneroo,-31.744444,115.804722
84.8,VIC,Clariant,Lara,-38.047888,144.378891
19837.98,VIC,Carter Holt Harvey Myrtleford,Myrtleford,-36.547583,146.744271
2040.875,WA,Vivien Gold Mine,Leinster,-27.97513,120.5669
323.11,SA,Topcoat Asphalt Lonsdale,Lonsdale,-35.10187,138.49757
408.6248,QLD,Cedars Rd Flare,South Bingera,-24.994724,152.205427
101.4694,NSW,LGI Bega Flare,Frogs Hollow,-36.788627,149.798478
74717,TAS,McCain Foods ( Aust) Pty Ltd,Smithton,-40.842122,145.119815
1148.248,QLD,Ace Waste Pty Ltd,Willawong,-27.60158,153.0095
236.2,VIC,VISYPAK,Coburg,-37.729495,144.953302
39039.106,VIC,Yarram Sawmill,Yarram,-38.554173,146.65005
2207.2941,TAS,Avebury Mine,Zeehan,-41.910288,145.247056
104740,WA,Boddington Gold Mine,Boddington,-32.750556,116.356667
13448.26,WA,Agnew Gold Mine,Leinster,-27.999444,120.505
1219.624804,TAS,Henty Gold Mine,Queenstown,-41.867186,145.560798
28230.4023,WA,Port of Port Hedland,Port Hedland,-20.314769,118.576239
81.2,TAS,Yolla A Platform,Bass Straight,-39.844444,145.818333
6465.012,WA,Beta Hunt Mine,Kambalda East,-31.238889,121.689167
3358.013,NT,Bing Bong Operations,Borroloola,-15.629922,136.388354
3560,VIC,Lang Lang,Lang Lang,-38.297752,145.571778
1390.611,WA,Tropicana Gold Mine - Process Water Supply Borefield,Plumridge Lakes,-28.929,124.387
1062.01,NT,Kalkaringi Community Power Station,Kalkaringi,-17.440034,130.827604
153,NSW,Mawsons Walleroobie Quarry,Walleroobie,-34.494456,147.0505
2702.868,QLD,New Acland Open Cut Coal Mine,Acland,-27.274404,151.697693
53811,TAS,Port Latta Pelletising Plant,Port Latta,-40.852254,145.380149
3.83,WA,Kemerton Power Station Meter Station,Wellesley,-33.163889,115.781389
133.1283637,NSW,Steritech Wetherill Park,Wetherill Park,-33.838525,150.912808
639.04,WA,Compressor Station 6,Coolcalalaya,-27.348889,115.185
109.33,VIC,Ensign Laboratories Pty Ltd,Mulgrave,-37.921688,145.179133
5256.4,VIC,Hanson Wollert Quarry,Wollert,-37.59619,145.041614
1196.7,VIC,Hanson Carisbrook Quarry,Carisbrook,-37.04625,143.85746
70.7,WA,Cliff Head and Arrowsmith Plant,Dongara,-29.429246,115.001867
7874.546,WA,Southern Cross Operations,Marvel Loch,-31.466667,119.493333
3582.49,NT,Maningrida Community Power Station,Maningrida,-12.056561,134.226595
14485.77,WA,Earl Grey Lithium Project,Mount Holland,-32.11906,119.78175
776,TAS,Mole Creek,Mole Creek,-41.526391,146.363516
626.4,VIC,Traralgon,Traralgon,-38.205489,146.538634
38900,QLD,Meandu Mine,Nanango,-26.8055,151.90199
15327,NSW,Broadwater Power Station,Broadwater,-29.011868,153.433409
207,SA,Middleton Gas Facility,Port Augusta,-27.994353,139.704242
4090,WA,Pyrenees Venture FPSO,Exmouth,-21.541271,114.116731
5239.97472,VIC,Fosterville Gold Mine,Fosterville,-36.711896,144.50458
21040,QLD,Condabri,Miles,-26.781804,150.206916
1120,QLD,Peat,Southshire,-26.010556,150.091944
692,VIC,Geelong,North Shore,-38.097754,144.374918
10.8,NSW,EDL Eastern Creek,Eastern Creek,-33.813624,150.853834
80.2,WA,Tamala Park,Mindarie,-31.707778,115.725
1080,WA,Looma,Looma Aboriginal Community,-18.028225,124.163005
1545.142,NSW,Dargues Gold Mine,Majors Creek,-35.540652,149.742713
464,NSW,Mawsons Broken Hill Quarry,Broken Hill,-34.96565,141.47928
121770.3,NSW,Bayswater Power Station,Muswellbrook,-32.395556,150.948889
6970.539,WA,Lucky Bay Garnet Mine,Yallabatharra,-28.0328118,114.1859418
24131.111,WA,Wonmunna Iron Ore Project,Newman,-23.11850489,119.0439734
3040,VIC,Wyndham Vale,Wyndham Vale,-37.83231667,144.5762444
663,SA,Bolivar Power Station,Bolivar Interchange Connector Road,-34.777075,138.583607
22460.54473,WA,Wodgina Lithium Project,Port Hedland,-21.1948,118.671217
29338.99,WA,King of the Hills,Leonora,-28.678,121.166
